os,cpu,gpu,ram,kernel,driver,cpuscheduler
Arch Linux,AMD Ryzen 7 5700X 8-Core Processor,AMD Radeon RX 7900 GRE (RADV NAVI31),49249932,6.11.9-arch1-1,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
122.214,8.18236,11.6481,99,48,58,2237,1230,4.73222,243,3.14542,0,0.0378876,4945987881
119.622,8.35967,11.6481,99,48,58,2237,1230,4.73222,243,3.14542,0,0.0378876,5046065534
121.898,8.2036,11.6481,99,48,58,2237,1230,4.73222,243,3.14542,0,0.0378876,5146140786
120.371,8.30764,11.6481,99,48,58,2237,1230,4.73222,243,3.14542,0,0.0378876,5246209268
119.723,8.35265,11.6481,99,48,58,2237,1230,4.73222,243,3.14542,0,0.0378876,5346286361
120.299,8.31262,11.0697,100,48,58,2247,1230,4.73222,241,3.13968,0,0.0378876,5446362103
121.54,8.22773,11.0697,100,48,58,2247,1230,4.73222,241,3.13968,0,0.0378876,5546440365
120.883,8.27244,11.0697,100,48,58,2247,1230,4.73222,241,3.13968,0,0.0378876,5646536308
120.596,8.29214,11.0697,100,48,58,2247,1230,4.73222,241,3.13968,0,0.0378876,5746614970
121.191,8.25143,11.0697,100,48,58,2247,1230,4.73222,241,3.13968,0,0.0378876,5846696072
119.87,8.34238,10.401,100,48,59,2225,1230,4.73222,244,3.14015,0,0.0378876,5946773405
120.139,8.32371,10.401,100,48,59,2225,1230,4.73222,244,3.14015,0,0.0378876,6046853587
120.8,8.27812,10.401,100,48,59,2225,1230,4.73222,244,3.14015,0,0.0378876,6146934569
121.153,8.25406,10.401,100,48,59,2225,1230,4.73222,244,3.14015,0,0.0378876,6247012622
119.803,8.34704,10.401,100,48,59,2225,1230,4.73222,244,3.14015,0,0.0378876,6347091964
121.301,8.24394,11.0834,100,47,59,2256,1230,4.73222,242,3.1373,0,0.0378876,6447169466
122.204,8.18301,11.0834,100,47,59,2256,1230,4.73222,242,3.1373,0,0.0378876,6547248479
120.349,8.30915,11.0834,100,47,59,2256,1230,4.73222,242,3.1373,0,0.0378876,6647329141
121.209,8.25024,11.0834,100,47,59,2256,1230,4.73222,242,3.1373,0,0.0378876,6747409813
122.343,8.17371,11.0834,100,47,59,2256,1230,4.73222,242,3.1373,0,0.0378876,6847497996
118.286,8.45409,11.9901,100,47,59,2234,1230,4.73222,243,3.14287,0,0.0363007,6947578998
121.265,8.24641,11.9901,100,47,59,2234,1230,4.73222,243,3.14287,0,0.0363007,7047658810
120.824,8.27648,11.9901,100,47,59,2234,1230,4.73222,243,3.14287,0,0.0363007,7147741823
121.192,8.25135,11.9901,100,47,59,2234,1230,4.73222,243,3.14287,0,0.0363007,7247822135
120.334,8.31019,11.9901,100,47,59,2234,1230,4.73222,243,3.14287,0,0.0363007,7347908577
119.601,8.36115,10.5131,100,47,59,2230,1230,4.73222,242,3.0966,0,0.0363007,7447988230
121.867,8.2057,10.5131,100,47,59,2230,1230,4.73222,242,3.0966,0,0.0363007,7548069362
121.752,8.21339,10.5131,100,47,59,2230,1230,4.73222,242,3.0966,0,0.0363007,7648153975
119.977,8.33493,10.5131,100,47,59,2230,1230,4.73222,242,3.0966,0,0.0363007,7748234187
120.285,8.3136,10.5131,100,47,59,2230,1230,4.73222,242,3.0966,0,0.0363007,7848314739
114.136,8.7615,12.3457,100,47,59,2230,1230,4.73222,245,3.11491,0,0.0363007,7948409612
106.381,9.40018,12.3457,100,47,59,2230,1230,4.73222,245,3.11491,0,0.0363007,8048489234
121.254,8.24716,12.3457,100,47,59,2230,1230,4.73222,245,3.11491,0,0.0363007,8148568856
111.339,8.98161,12.3457,100,47,59,2230,1230,4.73222,245,3.11491,0,0.0363007,8248646439
110.395,9.05842,12.3457,100,47,59,2230,1230,4.73222,245,3.11491,0,0.0363007,8348726781
111.885,8.93775,14.5499,100,46,59,2227,1230,4.76771,243,3.11781,0,0.0363007,8448806643
110.727,9.03124,14.5499,100,46,59,2227,1230,4.76771,243,3.11781,0,0.0363007,8548884106
109.38,9.14241,14.5499,100,46,59,2227,1230,4.76771,243,3.11781,0,0.0363007,8648959188
110.289,9.06706,14.5499,100,46,59,2227,1230,4.76771,243,3.11781,0,0.0363007,8749036690
111.016,9.00768,14.5499,100,46,59,2227,1230,4.76771,243,3.11781,0,0.0363007,8849116263
109.932,9.09651,11.6564,100,46,60,2227,1230,4.76771,242,3.11726,0,0.0363007,8949202705
110.126,9.08047,11.6564,100,46,60,2227,1230,4.76771,242,3.11726,0,0.0363007,9049281707
109.686,9.11696,11.6564,100,46,60,2227,1230,4.76771,242,3.11726,0,0.0363007,9149360830
111.486,8.96977,11.6564,100,46,60,2227,1230,4.76771,242,3.11726,0,0.0363007,9249440892
111.747,8.94881,11.6564,100,46,60,2227,1230,4.76771,242,3.11726,0,0.0363007,9349519854
109.464,9.13541,11.4673,100,46,60,2216,1230,4.76771,243,3.1141,0,0.0363007,9449604037
109.039,9.171,11.4673,100,46,60,2216,1230,4.76771,243,3.1141,0,0.0363007,9549683719
110.065,9.08555,11.4673,100,46,60,2216,1230,4.76771,243,3.1141,0,0.0363007,9649773391
111.804,8.9442,11.4673,100,46,60,2216,1230,4.76771,243,3.1141,0,0.0363007,9749851344
110.9,9.0171,11.4673,100,46,60,2216,1230,4.76771,243,3.1141,0,0.0363007,9849928676
108.934,9.17985,10.6832,100,46,60,2225,1230,4.76771,243,3.11435,0,0.0363007,9950005828
110.584,9.04287,10.6832,100,46,60,2225,1230,4.76771,243,3.11435,0,0.0363007,10050080871
109.155,9.16126,10.6832,100,46,60,2225,1230,4.76771,243,3.11435,0,0.0363007,10150159143
111.25,8.98878,10.6832,100,46,60,2225,1230,4.76771,243,3.11435,0,0.0363007,10250223855
111.386,8.97776,10.6832,100,46,60,2225,1230,4.76771,243,3.11435,0,0.0363007,10350302958
110.202,9.07424,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10450381150
112.566,8.88364,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10550454823
108.882,9.18427,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10650531165
110.914,9.01598,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10750611947
110.799,9.02533,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10850690580
108.904,9.18241,11.7503,100,46,60,2237,1230,4.76771,242,3.10258,0,0.0363007,10950769592
110.996,9.00934,11.8437,100,46,60,2225,1230,4.76771,244,3.10526,0,0.0363007,11050847874
109.504,9.13212,11.8437,100,46,60,2225,1230,4.76771,244,3.10526,0,0.0363007,11150926957
109.56,9.12738,11.8437,100,46,60,2225,1230,4.76771,244,3.10526,0,0.0363007,11251005939
111.426,8.97457,11.8437,100,46,60,2225,1230,4.76771,244,3.10526,0,0.0363007,11351084301
110.205,9.07399,11.8437,100,46,60,2225,1230,4.76771,244,3.10526,0,0.0363007,11451163634
108.128,9.24829,8.59671,100,45,61,2218,1230,4.76771,242,3.09719,0,0.0363007,11551246856
109.829,9.10506,8.59671,100,45,61,2218,1230,4.76771,242,3.09719,0,0.0363007,11651327888
109.842,9.10395,8.59671,100,45,61,2218,1230,4.76771,242,3.09719,0,0.0363007,11751404131
109.549,9.12832,8.59671,100,45,61,2218,1230,4.76771,242,3.09719,0,0.0363007,11851480723
108.292,9.23427,8.59671,100,45,61,2218,1230,4.76771,242,3.09719,0,0.0363007,11951556845
108.038,9.25601,10.566,100,45,61,2228,1230,4.76771,244,3.09803,0,0.0363007,12051636208
109.513,9.13132,10.566,100,45,61,2228,1230,4.76771,244,3.09803,0,0.0363007,12151714400
110.016,9.08962,10.566,100,45,61,2228,1230,4.76771,244,3.09803,0,0.0363007,12251790262
109.779,9.10922,10.566,100,45,61,2228,1230,4.76771,244,3.09803,0,0.0363007,12351866735
109.497,9.1327,10.566,100,45,61,2228,1230,4.76771,244,3.09803,0,0.0363007,12451943227
109.983,9.09234,10.5068,100,45,61,2223,1230,4.76771,245,3.09579,0,0.0363007,12552019639
111.146,8.99716,10.5068,100,45,61,2223,1230,4.76771,245,3.09579,0,0.0363007,12652096942
111.071,9.00322,10.5068,100,45,61,2223,1230,4.76771,245,3.09579,0,0.0363007,12752173644
110.479,9.05153,10.5068,100,45,61,2223,1230,4.76771,245,3.09579,0,0.0363007,12852260276
110.049,9.08684,10.5068,100,45,61,2223,1230,4.76771,245,3.09579,0,0.0363007,12952339349
109.239,9.15426,10.4089,100,45,61,2225,1230,4.76771,243,3.08651,0,0.0363007,13052419241
108.97,9.17682,10.4089,100,45,61,2225,1230,4.76771,243,3.08651,0,0.0363007,13152498573
109.656,9.11943,10.4089,100,45,61,2225,1230,4.76771,243,3.08651,0,0.0363007,13252594546
110.791,9.02598,10.4089,100,45,61,2225,1230,4.76771,243,3.08651,0,0.0363007,13352674078
110.636,9.03862,10.4089,100,45,61,2225,1230,4.76771,243,3.08651,0,0.0363007,13452752911
109.613,9.12298,11.4391,100,45,61,2224,1230,4.76771,243,3.08772,0,0.0363007,13552832243
109.032,9.17158,11.4391,100,45,61,2224,1230,4.76771,243,3.08772,0,0.0363007,13652875145
108.794,9.19165,11.4391,100,45,61,2224,1230,4.76771,243,3.08772,0,0.0363007,13752965278
108.029,9.25677,11.4391,100,45,61,2224,1230,4.76771,243,3.08772,0,0.0363007,13853041860
109.856,9.1028,11.4391,100,45,61,2224,1230,4.76771,243,3.08772,0,0.0363007,13953117782
109.03,9.17179,9.70996,100,45,62,2235,1230,4.76771,243,3.08841,0,0.0363007,14053194025
111.971,8.93091,9.70996,100,45,62,2235,1230,4.76771,243,3.08841,0,0.0363007,14153277237
109.908,9.09848,9.70996,100,45,62,2235,1230,4.76771,243,3.08841,0,0.0363007,14253365179
111.356,8.98017,9.70996,100,45,62,2235,1230,4.76771,243,3.08841,0,0.0363007,14353460042
112.08,8.92222,9.70996,100,45,62,2235,1230,4.76771,243,3.08841,0,0.0363007,14453541794
109.325,9.14708,10.401,100,45,62,2223,1230,4.76771,245,3.08577,0,0.0363007,14553639146
109.359,9.1442,10.401,100,45,62,2223,1230,4.76771,245,3.08577,0,0.0363007,14653725409
102.33,9.77232,10.401,100,45,62,2223,1230,4.76771,245,3.08577,0,0.0363007,14753804631
112.25,8.9087,10.401,100,45,62,2223,1230,4.76771,245,3.08577,0,0.0363007,14853882623
112.19,8.91349,10.401,100,45,62,2223,1230,4.76771,245,3.08577,0,0.0363007,14953957156
112.511,8.88804,10.794,100,45,62,2233,1230,4.76979,243,3.08654,0,0.0363007,15054036428
113.138,8.83873,10.794,100,45,62,2233,1230,4.76979,243,3.08654,0,0.0363007,15154115230
111.916,8.93529,10.794,100,45,62,2233,1230,4.76979,243,3.08654,0,0.0363007,15254196983
112.022,8.92683,10.794,100,45,62,2233,1230,4.76979,243,3.08654,0,0.0363007,15354276305
111.256,8.98827,10.794,100,45,62,2233,1230,4.76979,243,3.08654,0,0.0363007,15454354077
109.759,9.11087,11.5528,100,44,62,2212,1230,4.76772,243,3.08573,0,0.0363007,15554429840
111.923,8.93469,11.5528,100,44,62,2212,1230,4.76772,243,3.08573,0,0.0363007,15654505592
110.652,9.03732,11.5528,100,44,62,2212,1230,4.76772,243,3.08573,0,0.0363007,15754581914
109.549,9.12834,11.5528,100,44,62,2212,1230,4.76772,243,3.08573,0,0.0363007,15854660247
109.853,9.10305,11.5528,100,44,62,2212,1230,4.76772,243,3.08573,0,0.0363007,15954736489
109.762,9.11063,10.3106,100,44,62,2213,1230,4.76772,240,3.08838,0,0.0363007,16054812761
109.529,9.12999,10.3106,100,44,62,2213,1230,4.76772,240,3.08838,0,0.0363007,16154890374
109.375,9.14287,10.3106,100,44,62,2213,1230,4.76772,240,3.08838,0,0.0363007,16254969106
110.389,9.05885,10.3106,100,44,62,2213,1230,4.76772,240,3.08838,0,0.0363007,16355048909
110.337,9.06315,10.3106,100,44,62,2213,1230,4.76772,240,3.08838,0,0.0363007,16455129001
111.571,8.96293,9.5,100,44,63,2217,1230,4.76772,245,3.06278,0,0.0363007,16555207113
107.057,9.34078,9.5,100,44,63,2217,1230,4.76772,245,3.06278,0,0.0363007,16655285796
104.905,9.53248,9.5,100,44,63,2217,1230,4.76772,245,3.06278,0,0.0363007,16755364748
107.123,9.3351,9.5,100,44,63,2217,1230,4.76772,245,3.06278,0,0.0363007,16855446160
108.917,9.18131,9.5,100,44,63,2217,1230,4.76772,245,3.06278,0,0.0363007,16955528283
55.2502,18.0995,16.4179,100,45,63,2205,1230,4.75792,242,3.10789,0,0.0348358,17055608325
110.938,9.01406,16.4179,100,45,63,2205,1230,4.75792,242,3.10789,0,0.0348358,17155689907
110.047,9.087,16.4179,100,45,63,2205,1230,4.75792,242,3.10789,0,0.0348358,17255771880
109.383,9.14218,16.4179,100,45,63,2205,1230,4.75792,242,3.10789,0,0.0348358,17355852642
109.448,9.13675,16.4179,100,45,63,2205,1230,4.75792,242,3.10789,0,0.0348358,17455933424
110.494,9.05028,11.2485,100,44,63,2205,1230,4.75792,243,3.10928,0,0.0348358,17556019537
110.625,9.03952,11.2485,100,44,63,2205,1230,4.75792,243,3.10928,0,0.0348358,17656103439
110.926,9.01501,11.2485,100,44,63,2205,1230,4.75792,243,3.10928,0,0.0348358,17756186931
109.972,9.09325,11.2485,100,44,63,2205,1230,4.75792,243,3.10928,0,0.0348358,17856288184
109.53,9.12996,11.2485,100,44,63,2205,1230,4.75792,243,3.10928,0,0.0348358,17956378986
109.904,9.09883,11.3608,100,44,63,2206,1230,4.75792,242,3.10278,0,0.0348358,18056459968
110.065,9.08556,11.3608,100,44,63,2206,1230,4.75792,242,3.10278,0,0.0348358,18156537201
110.603,9.04132,11.3608,100,44,63,2206,1230,4.75792,242,3.10278,0,0.0348358,18256616653
109.483,9.13386,11.3608,100,44,63,2206,1230,4.75792,242,3.10278,0,0.0348358,18356697075
110.167,9.07717,11.3608,100,44,63,2206,1230,4.75792,242,3.10278,0,0.0348358,18456776468
109.831,9.10493,11.0138,100,44,63,2216,1230,4.75792,243,3.1016,0,0.0348358,18556852500
108.886,9.18393,11.0138,100,44,63,2216,1230,4.75792,243,3.1016,0,0.0348358,18656928462
108.255,9.23747,11.0138,100,44,63,2216,1230,4.75792,243,3.1016,0,0.0348358,18757005595
108.283,9.23509,11.0138,100,44,63,2216,1230,4.75792,243,3.1016,0,0.0348358,18857085037
110.221,9.07265,11.0138,100,44,63,2216,1230,4.75792,243,3.1016,0,0.0348358,18957164189
109.918,9.09768,10.566,100,44,63,2214,1230,4.75792,240,3.09704,0,0.0348358,19057247372
113.006,8.84911,10.566,100,44,63,2214,1230,4.75792,240,3.09704,0,0.0348358,19157324174
112.166,8.91535,10.566,100,44,63,2214,1230,4.75792,240,3.09704,0,0.0348358,19257403376
111.888,8.93754,10.566,100,44,63,2214,1230,4.75792,240,3.09704,0,0.0348358,19357479729
111.106,9.00039,10.566,100,44,63,2214,1230,4.75792,240,3.09704,0,0.0348358,19457557691
111.637,8.95761,11.0559,100,44,64,2226,1230,4.75792,242,3.09261,0,0.0348358,19557634443
111.063,9.00394,11.0559,100,44,64,2226,1230,4.75792,242,3.09261,0,0.0348358,19657713496
111.268,8.98732,11.0559,100,44,64,2226,1230,4.75792,242,3.09261,0,0.0348358,19757793428
110.519,9.04826,11.0559,100,44,64,2226,1230,4.75792,242,3.09261,0,0.0348358,19857875861
113.984,8.77313,11.0559,100,44,64,2226,1230,4.75792,242,3.09261,0,0.0348358,19957957533
110.919,9.01556,11.7574,100,44,64,2216,1230,4.75597,243,3.08515,0,0.0348358,20058033865
112.088,8.92156,11.7574,100,44,64,2216,1230,4.75597,243,3.08515,0,0.0348358,20158114598
109.858,9.1027,11.7574,100,44,64,2216,1230,4.75597,243,3.08515,0,0.0348358,20258197420
111.497,8.96889,11.7574,100,44,64,2216,1230,4.75597,243,3.08515,0,0.0348358,20358279262
109.478,9.13423,11.7574,100,44,64,2216,1230,4.75597,243,3.08515,0,0.0348358,20458364885
111.971,8.93086,10.1266,100,44,63,2230,1230,4.75597,243,3.05835,0,0.0348358,20558441207
112.86,8.86057,10.1266,100,44,63,2230,1230,4.75597,243,3.05835,0,0.0348358,20658515999
110.221,9.07265,10.1266,100,44,63,2230,1230,4.75597,243,3.05835,0,0.0348358,20758592012
112.117,8.91928,10.1266,100,44,63,2230,1230,4.75597,243,3.05835,0,0.0348358,20858672544
112.149,8.91668,10.1266,100,44,63,2230,1230,4.75597,243,3.05835,0,0.0348358,20958753426
112.305,8.90432,11.6422,100,44,64,2211,1230,4.75597,244,3.05158,0,0.0348358,21058829889
112.833,8.86262,11.6422,100,44,64,2211,1230,4.75597,244,3.05158,0,0.0348358,21158904181
110.794,9.02573,11.6422,100,44,64,2211,1230,4.75597,244,3.05158,0,0.0348358,21258982743
112.617,8.87969,11.6422,100,44,64,2211,1230,4.75597,244,3.05158,0,0.0348358,21359066466
110.7,9.03346,11.6422,100,44,64,2211,1230,4.75597,244,3.05158,0,0.0348358,21459150208
111.34,8.98148,11.3325,100,44,64,2239,1230,4.75597,241,3.05355,0,0.0348358,21559228390
113.105,8.84138,11.3325,100,44,64,2239,1230,4.75597,241,3.05355,0,0.0348358,21659304773
110.514,9.04867,11.3325,100,44,64,2239,1230,4.75597,241,3.05355,0,0.0348358,21759383975
112.378,8.89854,11.3325,100,44,64,2239,1230,4.75597,241,3.05355,0,0.0348358,21859462817
111.991,8.92929,11.3325,100,44,64,2239,1230,4.75597,241,3.05355,0,0.0348358,21959536050
113.236,8.83112,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22059615622
112.957,8.85291,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22159693094
111.613,8.9595,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22259772817
112.508,8.88826,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22359855109
112.646,8.87736,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22459934661
112.978,8.85132,10.8642,100,44,64,2222,1230,4.75597,244,3.05545,0,0.0348358,22560011024
112.57,8.88335,10.6304,100,44,64,2225,1230,4.75597,243,3.05344,0,0.0348358,22660094096
111.586,8.96168,10.6304,100,44,64,2225,1230,4.75597,243,3.05344,0,0.0348358,22760174479
112.635,8.87827,10.6304,100,44,64,2225,1230,4.75597,243,3.05344,0,0.0348358,22860253531
110.833,9.02258,10.6304,100,44,64,2225,1230,4.75597,243,3.05344,0,0.0348358,22960342483
111.347,8.9809,10.6304,100,44,64,2225,1230,4.75597,243,3.05344,0,0.0348358,23060419806
109.931,9.09663,11.772,100,44,64,2225,1230,4.75597,240,3.05294,0,0.0348358,23160496618
112.052,8.92442,11.772,100,44,64,2225,1230,4.75597,240,3.05294,0,0.0348358,23260575140
111.669,8.95504,11.772,100,44,64,2225,1230,4.75597,240,3.05294,0,0.0348358,23360652283
110.452,9.05371,11.772,100,44,64,2225,1230,4.75597,240,3.05294,0,0.0348358,23460731975
112.809,8.86458,11.772,100,44,64,2225,1230,4.75597,240,3.05294,0,0.0348358,23560808067
112.371,8.89906,11.4002,100,44,64,2233,1230,4.75597,243,3.05476,0,0.0348358,23660885350
99.7645,10.0236,11.4002,100,44,64,2233,1230,4.75597,243,3.05476,0,0.0348358,23760969882
112.45,8.89283,11.4002,100,44,64,2233,1230,4.75597,243,3.05476,0,0.0348358,23861046254
111.612,8.95963,11.4002,100,44,64,2233,1230,4.75597,243,3.05476,0,0.0348358,23961122657
109.401,9.14065,11.4002,100,44,64,2233,1230,4.75597,243,3.05476,0,0.0348358,24061200909
111.578,8.96231,11.6625,100,44,65,2236,1230,4.74737,244,3.06517,0,0.0348358,24161277431
112.744,8.86969,11.6625,100,44,65,2236,1230,4.74737,244,3.06517,0,0.0348358,24261351934
111.597,8.96083,11.6625,100,44,65,2236,1230,4.74737,244,3.06517,0,0.0348358,24361426876
111.105,9.00051,11.6625,100,44,65,2236,1230,4.74737,244,3.06517,0,0.0348358,24461507488
112.046,8.92492,11.6625,100,44,65,2236,1230,4.74737,244,3.06517,0,0.0348358,24561586861
110.9,9.0171,8.70679,100,44,64,2211,1230,4.74737,243,3.06085,0,0.0348358,24661666173
112.118,8.91916,8.70679,100,44,64,2211,1230,4.74737,243,3.06085,0,0.0348358,24761748975
111.295,8.98513,8.70679,100,44,64,2211,1230,4.74737,243,3.06085,0,0.0348358,24861828258
109.564,9.12712,8.70679,100,44,64,2211,1230,4.74737,243,3.06085,0,0.0348358,24961908940
110.84,9.02203,8.70679,100,44,64,2211,1230,4.74737,243,3.06085,0,0.0348358,25061985862
111.605,8.96019,10.9863,100,44,65,2230,1230,4.74737,242,3.06126,0,0.0348358,25162061915
112.656,8.87655,10.9863,100,44,65,2230,1230,4.74737,242,3.06126,0,0.0348358,25262138007
112.201,8.91261,10.9863,100,44,65,2230,1230,4.74737,242,3.06126,0,0.0348358,25362219679
113.401,8.81826,10.9863,100,44,65,2230,1230,4.74737,242,3.06126,0,0.0348358,25462299172
110.594,9.04211,10.9863,100,44,65,2230,1230,4.74737,242,3.06126,0,0.0348358,25562379634
107.469,9.30501,10.5263,100,44,65,2221,1230,4.74737,244,3.05406,0,0.0348358,25662463287
106.642,9.37719,10.5263,100,44,65,2221,1230,4.74737,244,3.05406,0,0.0348358,25762548169
106.841,9.35969,10.5263,100,44,65,2221,1230,4.74737,244,3.05406,0,0.0348358,25862628311
108.92,9.18107,10.5263,100,44,65,2221,1230,4.74737,244,3.05406,0,0.0348358,25962704794
109.296,9.14948,10.5263,100,44,65,2221,1230,4.74737,244,3.05406,0,0.0348358,26062794736
108.513,9.21549,16.233,100,44,65,2229,1230,4.76087,245,3.05639,0,0.0349579,26162868868
109.16,9.16088,16.233,100,44,65,2229,1230,4.76087,245,3.05639,0,0.0349579,26262959211
109.389,9.14168,16.233,100,44,65,2229,1230,4.76087,245,3.05639,0,0.0349579,26363036423
109.342,9.14563,16.233,100,44,65,2229,1230,4.76087,245,3.05639,0,0.0349579,26463113235
108.399,9.2252,16.233,100,44,65,2229,1230,4.76087,245,3.05639,0,0.0349579,26563188818
108.824,9.18917,12.0988,100,44,65,2227,1230,4.76087,243,3.05349,0,0.0349579,26663265070
110.254,9.06993,12.0988,100,44,65,2227,1230,4.76087,243,3.05349,0,0.0349579,26763341812
